,placement,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,Department,salary
0,-0.8748822896342289,-1.0872752890605568,-1.4628629148312604,-0.8820398765705111,-0.3412351634317259,-0.411165292668967,-0.14741182188551782,0.3937250288690459,-0.5549545819417461
1,1.143010907693743,0.840706927367526,0.9711129237526113,1.220422760515166,1.7134361397848363,-0.411165292668967,-0.14741182188551782,0.3937250288690459,1.043003524133172
2,-0.8748822896342289,0.9575543344237735,2.5937634828085256,1.4206572973804688,0.34365527097379484,-0.411165292668967,-0.14741182188551782,0.3937250288690459,1.043003524133172
3,1.143010907693743,0.8991306308956497,0.9711129237526113,0.43950806674048604,1.0285457053793157,-0.411165292668967,-0.14741182188551782,0.3937250288690459,-0.5549545819417461
4,-0.8748822896342289,-1.1456989925886807,-1.4628629148312604,-0.8419929691974506,-0.3412351634317259,-0.411165292668967,-0.14741182188551782,0.3937250288690459,-0.5549545819417461
5,-0.8748822896342289,-1.2625463996449282,-1.4628629148312604,-0.9621336913166321,-0.3412351634317259,-0.411165292668967,-0.14741182188551782,0.3937250288690459,-0.5549545819417461
6,-0.8748822896342289,0.31489359561441255,1.7824382032805686,0.9200709552172123,0.34365527097379484,-0.411165292668967,-0.14741182188551782,0.3937250288690459,-0.5549545819417461
7,1.143010907693743,0.7822832238394022,0.9711129237526113,1.1603523994555753,1.0285457053793157,-0.411165292668967,-0.14741182188551782,0.3937250288690459,-0.5549545819417461
8,1.143010907693743,1.6586387767612583,0.9711129237526113,0.45953152042701634,1.0285457053793157,-0.411165292668967,-0.14741182188551782,0.3937250288690459,-0.5549545819417461
9,-0.8748822896342289,-1.0872752890605568,-1.4628629148312604,-1.182391681868465,-0.3412351634317259,-0.411165292668967,-0.14741182188551782,0.3937250288690459,-0.5549545819417461
10,-0.8748822896342289,-1.0288515855324332,-1.4628629148312604,-1.3225558576741767,-0.3412351634317259,-0.411165292668967,-0.14741182188551782,0.3937250288690459,-0.5549545819417461
11,-0.8748822896342289,0.5485884097269077,1.7824382032805686,2.0814312690359675,0.34365527097379484,-0.411165292668967,-0.14741182188551782,0.3937250288690459,-0.5549545819417461
12,1.143010907693743,1.1912491485362686,0.1597876442246541,0.659766057292319,1.0285457053793157,-0.411165292668967,-0.14741182188551782,0.3937250288690459,-0.5549545819417461
13,-0.8748822896342289,-0.9704278820043093,-1.4628629148312604,-1.0622509597492835,-0.3412351634317259,-0.411165292668967,-0.14741182188551782,0.3937250288690459,-0.5549545819417461
14,-0.8748822896342289,-0.9120041784761855,-1.4628629148312604,-1.2825089503011162,-0.3412351634317259,-0.411165292668967,-0.14741182188551782,0.3937250288690459,-0.5549545819417461
15,-0.8748822896342289,-1.0288515855324332,-1.4628629148312604,-1.1623682281819347,-0.3412351634317259,-0.411165292668967,-0.14741182188551782,0.3937250288690459,-0.5549545819417461
16,-0.8748822896342289,-1.4378175102292996,-1.4628629148312604,-0.8219695155109203,-0.3412351634317259,-0.411165292668967,-0.14741182188551782,0.3937250288690459,-0.5549545819417461
17,1.143010907693743,1.6002150732331344,0.1597876442246541,1.0802585847094544,1.7134361397848363,-0.411165292668967,-0.14741182188551782,0.3937250288690459,-0.5549545819417461
18,-0.8748822896342289,-1.2041226961168043,-1.4628629148312604,-0.8219695155109203,-0.3412351634317259,2.432111897161294,6.783716442882137,0.3937250288690459,-0.5549545819417461
19,1.143010907693743,1.0159780379518972,0.9711129237526113,1.220422760515166,1.0285457053793157,-0.411165292668967,-0.14741182188551782,0.3937250288690459,-0.5549545819417461
20,-0.8748822896342289,0.6654358167831546,1.7824382032805686,1.6208918342457714,0.34365527097379484,-0.411165292668967,-0.14741182188551782,0.3937250288690459,-0.5549545819417461
21,-0.8748822896342289,-0.9704278820043093,-1.4628629148312604,-1.0822744134358138,-0.3412351634317259,-0.411165292668967,-0.14741182188551782,0.3937250288690459,-0.5549545819417461
22,-0.8748822896342289,1.3665202591206393,1.7824382032805686,2.0614078153494373,0.34365527097379484,-0.411165292668967,-0.14741182188551782,0.3937250288690459,-0.5549545819417461
23,-0.8748822896342289,-0.8535804749480623,-1.4628629148312604,-1.2424620429280557,-0.3412351634317259,-0.411165292668967,-0.14741182188551782,0.3937250288690459,-0.5549545819417461
24,-0.8748822896342289,-1.0872752890605568,-1.4628629148312604,-0.8620164228839808,-0.3412351634317259,-0.411165292668967,-0.14741182188551782,0.3937250288690459,-0.5549545819417461
25,1.143010907693743,1.1912491485362686,0.9711129237526113,0.819953686784561,1.0285457053793157,-0.411165292668967,-0.14741182188551782,0.3937250288690459,-0.5549545819417461
26,1.143010907693743,0.8991306308956497,0.1597876442246541,0.7598833257249702,1.0285457053793157,-0.411165292668967,-0.14741182188551782,0.3937250288690459,-0.5549545819417461
27,-0.8748822896342289,-1.320970103173052,-1.4628629148312604,-1.3225558576741767,-0.3412351634317259,-0.411165292668967,-0.14741182188551782,0.3937250288690459,-0.5549545819417461
28,-0.8748822896342289,-1.496241213757423,-1.4628629148312604,-1.4627200334798887,-0.3412351634317259,-0.411165292668967,-0.14741182188551782,-1.3492304365718435,-0.5549545819417461
29,-0.8748822896342289,-1.2625463996449282,-1.4628629148312604,-1.3826262187337677,-0.3412351634317259,-0.411165292668967,-0.14741182188551782,-1.3492304365718435,-0.5549545819417461
